Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,strain,tissue,age,feeding,genotype,GEO Accession
SRR2535724,7960478,405984378,51,259,SRX1295283,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094255,SAMN04121982,simple,10090,Mus musculus,GSM1897908,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT18_C_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897893
SRR2535725,8097287,412961637,51,262,SRX1295283,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094255,SAMN04121982,simple,10090,Mus musculus,GSM1897908,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT18_C_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897894
SRR2535726,7943966,405142266,51,256,SRX1295283,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094255,SAMN04121982,simple,10090,Mus musculus,GSM1897908,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT18_C_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897895
SRR2535727,8013685,408697935,51,261,SRX1295283,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094255,SAMN04121982,simple,10090,Mus musculus,GSM1897908,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT18_C_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897896
SRR2535728,8172413,416793063,51,265,SRX1295283,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094255,SAMN04121982,simple,10090,Mus musculus,GSM1897908,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT18_C_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897897
SRR2535729,7999024,407950224,51,258,SRX1295283,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094255,SAMN04121982,simple,10090,Mus musculus,GSM1897908,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT18_C_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897898
SRR2535730,7996640,407828640,51,260,SRX1295283,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094255,SAMN04121982,simple,10090,Mus musculus,GSM1897908,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT18_C_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897899
SRR2535731,10931986,557531286,51,360,SRX1295284,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094254,SAMN04121983,simple,10090,Mus musculus,GSM1897909,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT22_C_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897900
SRR2535732,11094743,565831893,51,368,SRX1295284,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094254,SAMN04121983,simple,10090,Mus musculus,GSM1897909,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT22_C_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897901
SRR2535733,10670905,544216155,51,351,SRX1295284,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094254,SAMN04121983,simple,10090,Mus musculus,GSM1897909,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT22_C_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897902
SRR2535734,10726051,547028601,51,354,SRX1295284,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094254,SAMN04121983,simple,10090,Mus musculus,GSM1897909,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT22_C_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897903
SRR2535735,10697876,545591676,51,351,SRX1295284,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094254,SAMN04121983,simple,10090,Mus musculus,GSM1897909,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT22_C_RFP,Liver Total RNA,SV/129,Liver,10-14 weeks,Night restricted,Wild type,GSM1897904
SRR2535736,10684348,544901748,51,353,SRX1295284,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094254,SAMN04121983,simple,10090,Mus musculus,GSM1897909,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT22_C_RFP,Liver Total RNA,SV/129,Liver,10-14 weeks,Night restricted,Wild type,GSM1897905
SRR2535737,10899540,555876540,51,359,SRX1295284,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094254,SAMN04121983,simple,10090,Mus musculus,GSM1897909,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT22_C_RFP,Liver Total RNA,SV/129,Liver,10-14 weeks,Night restricted,Wild type,GSM1897906
SRR2535738,10657095,543511845,51,349,SRX1295284,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094254,SAMN04121983,simple,10090,Mus musculus,GSM1897909,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT22_C_RFP,Liver Total RNA,SV/129,Liver,10-14 weeks,Night restricted,Wild type,GSM1897907
SRR2535739,10766530,549093030,51,356,SRX1295284,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094254,SAMN04121983,simple,10090,Mus musculus,GSM1897909,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT22_C_RFP,Liver Total RNA,SV/129,Liver,10-14 weeks,Night restricted,Wild type,GSM1897908
SRR2535740,11003471,561177021,51,362,SRX1295284,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094254,SAMN04121983,simple,10090,Mus musculus,GSM1897909,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT22_C_RFP,Liver Total RNA,SV/129,Liver,10-14 weeks,Night restricted,Wild type,GSM1897909
SRR2535741,10731241,547293291,51,352,SRX1295284,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094254,SAMN04121983,simple,10090,Mus musculus,GSM1897909,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT22_C_RFP,Liver Total RNA,SV/129,Liver,10-14 weeks,Night restricted,Wild type,GSM1897910
SRR2535742,10754988,548504388,51,355,SRX1295284,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094254,SAMN04121983,simple,10090,Mus musculus,GSM1897909,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT22_C_RFP,Liver Total RNA,SV/129,Liver,10-14 weeks,Night restricted,Wild type,GSM1897911
SRR2535743,8026787,409366137,51,263,SRX1295285,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094253,SAMN04121984,simple,10090,Mus musculus,GSM1897910,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT02_D_RFP,Liver Total RNA,SV/129,Liver,10-14 weeks,Night restricted,Wild type,GSM1897912
SRR2535744,8139351,415106901,51,269,SRX1295285,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094253,SAMN04121984,simple,10090,Mus musculus,GSM1897910,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT02_D_RFP,Liver Total RNA,SV/129,Liver,10-14 weeks,Night restricted,Wild type,GSM1897913
SRR2535745,7815354,398583054,51,256,SRX1295285,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094253,SAMN04121984,simple,10090,Mus musculus,GSM1897910,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT02_D_RFP,Liver Total RNA,SV/129,Liver,10-14 weeks,Night restricted,Wild type,GSM1897914
SRR2535746,7832026,399433326,51,257,SRX1295285,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094253,SAMN04121984,simple,10090,Mus musculus,GSM1897910,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT02_D_RFP,Liver Total RNA,SV/129,Liver,10-14 weeks,Night restricted,Wild type,GSM1897915
SRR2535747,7841264,399904464,51,257,SRX1295285,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094253,SAMN04121984,simple,10090,Mus musculus,GSM1897910,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT02_D_RFP,Liver Total RNA,Bmal -/-,Liver,10-14 weeks,Night restricted,Bmal -/-,GSM1897916
SRR2535748,7816424,398637624,51,257,SRX1295285,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094253,SAMN04121984,simple,10090,Mus musculus,GSM1897910,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT02_D_RFP,Liver Total RNA,Bmal -/-,Liver,10-14 weeks,Night restricted,Bmal -/-,GSM1897917
SRR2535749,7997007,407847357,51,262,SRX1295285,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094253,SAMN04121984,simple,10090,Mus musculus,GSM1897910,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT02_D_RFP,Liver Total RNA,Bmal -/-,Liver,10-14 weeks,Night restricted,Bmal -/-,GSM1897918
SRR2535750,7816778,398655678,51,255,SRX1295285,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094253,SAMN04121984,simple,10090,Mus musculus,GSM1897910,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT02_D_RFP,Liver Total RNA,Bmal -/-,Liver,10-14 weeks,Night restricted,Bmal -/-,GSM1897919
SRR2535751,7879946,401877246,51,260,SRX1295285,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094253,SAMN04121984,simple,10090,Mus musculus,GSM1897910,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT02_D_RFP,Liver Total RNA,Bmal -/-,Liver,10-14 weeks,Night restricted,Bmal -/-,GSM1897920
SRR2535752,8063321,411229371,51,264,SRX1295285,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094253,SAMN04121984,simple,10090,Mus musculus,GSM1897910,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT02_D_RFP,Liver Total RNA,Bmal -/-,Liver,10-14 weeks,Night restricted,Bmal -/-,GSM1897921
SRR2535753,7857033,400708683,51,257,SRX1295285,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094253,SAMN04121984,simple,10090,Mus musculus,GSM1897910,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT02_D_RFP,Liver Total RNA,Bmal -/-,Liver,10-14 weeks,Night restricted,Bmal -/-,GSM1897922
SRR2535754,7859386,400828686,51,258,SRX1295285,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094253,SAMN04121984,simple,10090,Mus musculus,GSM1897910,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT02_D_RFP,Liver Total RNA,Bmal -/-,Liver,10-14 weeks,Night restricted,Bmal -/-,GSM1897923
SRR2535755,9384210,478594710,51,308,SRX1295286,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094252,SAMN04121985,simple,10090,Mus musculus,GSM1897911,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT06_D_RFP,Liver Total RNA,Bmal -/-,Liver,10-14 weeks,Night restricted,Bmal -/-,GSM1897924
SRR2535756,9500689,484535139,51,313,SRX1295286,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094252,SAMN04121985,simple,10090,Mus musculus,GSM1897911,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT06_D_RFP,Liver Total RNA,Bmal -/-,Liver,10-14 weeks,Night restricted,Bmal -/-,GSM1897925
SRR2535757,9149294,466613994,51,299,SRX1295286,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094252,SAMN04121985,simple,10090,Mus musculus,GSM1897911,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT06_D_RFP,Liver Total RNA,Bmal -/-,Liver,10-14 weeks,Night restricted,Bmal -/-,GSM1897926
SRR2535758,9194443,468916593,51,301,SRX1295286,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094252,SAMN04121985,simple,10090,Mus musculus,GSM1897911,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT06_D_RFP,Liver Total RNA,Bmal -/-,Liver,10-14 weeks,Night restricted,Bmal -/-,GSM1897927
SRR2535759,9193016,468843816,51,300,SRX1295286,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094252,SAMN04121985,simple,10090,Mus musculus,GSM1897911,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT06_D_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Night restricted,Wild type,GSM1897928
SRR2535760,9173217,467834067,51,301,SRX1295286,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094252,SAMN04121985,simple,10090,Mus musculus,GSM1897911,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT06_D_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Night restricted,Wild type,GSM1897929
SRR2535761,9355271,477118821,51,306,SRX1295286,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094252,SAMN04121985,simple,10090,Mus musculus,GSM1897911,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT06_D_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Night restricted,Wild type,GSM1897930
SRR2535762,9147025,466498275,51,298,SRX1295286,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094252,SAMN04121985,simple,10090,Mus musculus,GSM1897911,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT06_D_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Night restricted,Wild type,GSM1897931
SRR2535763,9233979,470932929,51,304,SRX1295286,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094252,SAMN04121985,simple,10090,Mus musculus,GSM1897911,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT06_D_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Night restricted,Wild type,GSM1897932
SRR2535764,9430965,480979215,51,309,SRX1295286,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094252,SAMN04121985,simple,10090,Mus musculus,GSM1897911,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT06_D_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Night restricted,Wild type,GSM1897933
SRR2535765,9205434,469477134,51,300,SRX1295286,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094252,SAMN04121985,simple,10090,Mus musculus,GSM1897911,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT06_D_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Night restricted,Wild type,GSM1897934
SRR2535766,9221530,470298030,51,302,SRX1295286,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094252,SAMN04121985,simple,10090,Mus musculus,GSM1897911,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT06_D_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Night restricted,Wild type,GSM1897935
SRR2535767,8166257,416479107,51,265,SRX1295287,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094251,SAMN04121986,simple,10090,Mus musculus,GSM1897912,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT10_D_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Night restricted,Wild type,GSM1897936
SRR2535768,8265747,421553097,51,269,SRX1295287,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094251,SAMN04121986,simple,10090,Mus musculus,GSM1897912,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT10_D_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Night restricted,Wild type,GSM1897937
SRR2535769,7945281,405209331,51,257,SRX1295287,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094251,SAMN04121986,simple,10090,Mus musculus,GSM1897912,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT10_D_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Night restricted,Wild type,GSM1897938
SRR2535770,7995334,407762034,51,259,SRX1295287,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094251,SAMN04121986,simple,10090,Mus musculus,GSM1897912,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT10_D_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Night restricted,Wild type,GSM1897939
SRR2535771,8033680,409717680,51,260,SRX1295287,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094251,SAMN04121986,simple,10090,Mus musculus,GSM1897912,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT10_D_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897856
SRR2535772,7987637,407369487,51,260,SRX1295287,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094251,SAMN04121986,simple,10090,Mus musculus,GSM1897912,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT10_D_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897857
SRR2535773,8139370,415107870,51,263,SRX1295287,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094251,SAMN04121986,simple,10090,Mus musculus,GSM1897912,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT10_D_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897858
SRR2535774,7998430,407919930,51,258,SRX1295287,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094251,SAMN04121986,simple,10090,Mus musculus,GSM1897912,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT10_D_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897859
SRR2535775,8045524,410321724,51,262,SRX1295287,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094251,SAMN04121986,simple,10090,Mus musculus,GSM1897912,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT10_D_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897860
SRR2535776,8196415,418017165,51,265,SRX1295287,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094251,SAMN04121986,simple,10090,Mus musculus,GSM1897912,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT10_D_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897861
SRR2535777,8038072,409941672,51,259,SRX1295287,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094251,SAMN04121986,simple,10090,Mus musculus,GSM1897912,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT10_D_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897862
SRR2535778,8028742,409465842,51,261,SRX1295287,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094251,SAMN04121986,simple,10090,Mus musculus,GSM1897912,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT10_D_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897863
SRR2535779,8799202,448759302,51,294,SRX1295288,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094250,SAMN04121987,simple,10090,Mus musculus,GSM1897913,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT14_D_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897864
SRR2535780,8882935,453029685,51,298,SRX1295288,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094250,SAMN04121987,simple,10090,Mus musculus,GSM1897913,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT14_D_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897865
SRR2535781,8600295,438615045,51,286,SRX1295288,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094250,SAMN04121987,simple,10090,Mus musculus,GSM1897913,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT14_D_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897866
SRR2535782,8651754,441239454,51,288,SRX1295288,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094250,SAMN04121987,simple,10090,Mus musculus,GSM1897913,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT14_D_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897867
SRR2535783,8648347,441065697,51,288,SRX1295288,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094250,SAMN04121987,simple,10090,Mus musculus,GSM1897913,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT14_D_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897868
